企业ID,行业名称,所在城市,城市等级,零售品类,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,利润(万元)
RETL-202512-573980,零售行业,沈阳,二线城市,服饰零售,901.0,156.8,129.6,60,通过,27.200000000000017
RETL-202512-334421,零售行业,宁波,二线城市,便利店,893.0,273.5,199.1,52,通过,74.4
RETL-202512-111724,零售行业,济南,二线城市,综合商超,849.0,193.2,121.9,58,通过,71.29999999999998
RETL-202512-495166,零售行业,深圳,一线城市,便利店,807.0,267.1,200.8,41,通过,66.30000000000001
RETL-202512-287064,零售行业,广州,一线城市,家电零售,927.0,147.1,111.1,17,通过,36.0
RETL-202512-834281,零售行业,沈阳,二线城市,家电零售,725.0,372.8,281.8,57,通过,91.0
RETL-202512-673855,零售行业,深圳,一线城市,家电零售,734.0,93.8,66.0,28,通过,27.799999999999997
RETL-202512-346298,零售行业,盐城,三线及以下,文具零售,769.0,143.7,122.0,31,通过,21.69999999999999
RETL-202512-324126,零售行业,邯郸,三线及以下,服饰零售,792.0,259.9,184.6,47,通过,75.29999999999998
RETL-202512-624312,零售行业,沈阳,二线城市,便利店,834.0,211.4,143.2,11,通过,68.20000000000002
RETL-202512-484612,零售行业,天津,新一线城市,文具零售,785.0,566.2,342.3,116,通过,223.90000000000003
RETL-202512-169040,零售行业,南京,新一线城市,综合商超,716.0,13.3,11.0,56,通过,2.3000000000000007
RETL-202512-604485,零售行业,潍坊,三线及以下,文具零售,833.0,357.8,283.3,19,通过,74.5
RETL-202512-461296,零售行业,南京,新一线城市,美妆零售,831.0,219.7,177.9,20,通过,41.79999999999998
RETL-202512-306755,零售行业,常州,三线及以下,美妆零售,735.0,89.6,69.7,22,拒绝,19.89999999999999
RETL-202512-177686,零售行业,哈尔滨,二线城市,生鲜零售,721.0,227.1,149.0,47,拒绝,78.1
RETL-202512-197521,零售行业,南京,新一线城市,美妆零售,853.0,380.0,235.6,33,通过,144.4
RETL-202512-745354,零售行业,阜阳,三线及以下,生鲜零售,1100.0,786.2,599.1,66,通过,187.10000000000002
RETL-202512-995771,零售行业,武汉,新一线城市,美妆零售,1100.0,376.0,244.4,19,通过,131.6
RETL-202512-886027,零售行业,沈阳,二线城市,文具零售,886.0,19.7,12.0,24,通过,7.699999999999999
RETL-202512-621192,零售行业,盐城,三线及以下,综合商超,1050.0,173.9,108.0,31,通过,65.9
RETL-202512-523583,零售行业,上海,一线城市,家电零售,838.0,350.1,261.2,49,通过,88.90000000000003
RETL-202512-743069,零售行业,广州,一线城市,综合商超,841.0,194.4,119.6,35,通过,74.80000000000001
RETL-202512-621580,零售行业,深圳,一线城市,美妆零售,935.0,88.0,70.0,23,通过,18.0
RETL-202512-358659,零售行业,潍坊,三线及以下,服饰零售,710.0,194.6,124.1,30,通过,70.5
RETL-202512-364721,零售行业,上海,一线城市,文具零售,727.0,231.6,196.3,15,通过,35.29999999999998
RETL-202512-676107,零售行业,沈阳,二线城市,文具零售,739.0,279.0,183.5,28,通过,95.5
RETL-202512-556998,零售行业,大连,二线城市,家电零售,925.0,246.4,204.9,17,通过,41.5
RETL-202512-198060,零售行业,苏州,新一线城市,便利店,714.0,195.7,141.4,5,通过,54.29999999999998
RETL-202512-274840,零售行业,上海,一线城市,服饰零售,722.0,56.9,44.6,33,通过,12.299999999999997
RETL-202512-965473,零售行业,苏州,新一线城市,美妆零售,942.0,12.7,9.8,20,通过,2.8999999999999986
RETL-202512-617477,零售行业,唐山,三线及以下,文具零售,752.0,147.3,91.1,28,通过,56.20000000000002
RETL-202512-202853,零售行业,潍坊,三线及以下,便利店,915.0,342.1,232.6,37,通过,109.50000000000003
RETL-202512-437915,零售行业,长沙,二线城市,便利店,734.0,515.8,312.6,85,通过,203.19999999999993
RETL-202512-166439,零售行业,成都,新一线城市,生鲜零售,901.0,353.7,272.3,12,通过,81.39999999999998
RETL-202512-927855,零售行业,重庆,新一线城市,家电零售,710.0,225.7,179.7,13,通过,46.0
RETL-202512-512581,零售行业,常州,三线及以下,服饰零售,798.0,33.1,20.3,33,通过,12.8
RETL-202512-868358,零售行业,杭州,新一线城市,家电零售,867.0,59.3,45.3,34,拒绝,14.0
RETL-202512-011634,零售行业,苏州,新一线城市,文具零售,802.0,367.5,305.1,50,通过,62.39999999999998
RETL-202512-659453,零售行业,哈尔滨,二线城市,服饰零售,832.0,129.7,83.4,21,通过,46.29999999999998
RETL-202512-073721,零售行业,济南,二线城市,文具零售,751.0,70.8,59.4,32,通过,11.399999999999999
RETL-202512-675118,零售行业,济南,二线城市,综合商超,700.0,158.7,104.0,5,通过,54.69999999999999
RETL-202512-433306,零售行业,哈尔滨,二线城市,综合商超,1100.0,118.7,78.1,10,通过,40.60000000000001
RETL-202512-455075,零售行业,宁波,二线城市,家电零售,800.0,89.0,65.1,13,通过,23.900000000000006
RETL-202512-157099,零售行业,阜阳,三线及以下,文具零售,830.0,79.0,56.3,25,通过,22.700000000000003
RETL-202512-074397,零售行业,重庆,新一线城市,服饰零售,729.0,839.2,508.8,60,拒绝,330.40000000000003
RETL-202512-940573,零售行业,苏州,新一线城市,服饰零售,841.0,207.3,155.2,60,通过,52.10000000000002
RETL-202512-116466,零售行业,邯郸,三线及以下,综合商超,744.0,469.6,371.1,23,通过,98.5
RETL-202512-354587,零售行业,厦门,二线城市,生鲜零售,702.0,642.0,391.7,107,通过,250.3
RETL-202512-276116,零售行业,广州,一线城市,文具零售,815.0,250.8,158.0,26,通过,92.80000000000001
RETL-202512-520071,零售行业,青岛,二线城市,综合商超,874.0,225.5,145.1,11,通过,80.4
RETL-202512-191777,零售行业,武汉,新一线城市,综合商超,854.0,746.0,466.1,68,通过,279.9
RETL-202512-555041,零售行业,武汉,新一线城市,文具零售,794.0,234.7,194.1,51,通过,40.599999999999994
RETL-202512-608320,零售行业,北京,一线城市,文具零售,944.0,867.2,575.3,108,通过,291.9000000000001
RETL-202512-653868,零售行业,成都,新一线城市,生鲜零售,823.0,175.0,126.3,16,通过,48.7
RETL-202512-386648,零售行业,重庆,新一线城市,便利店,876.0,244.0,170.9,33,通过,73.1
RETL-202512-091951,零售行业,盐城,三线及以下,美妆零售,827.0,635.8,450.0,115,通过,185.79999999999995
RETL-202512-756567,零售行业,天津,新一线城市,便利店,766.0,263.7,197.8,20,通过,65.89999999999998
RETL-202512-377838,零售行业,深圳,一线城市,便利店,784.0,,,42,通过,
RETL-202512-566907,零售行业,常州,三线及以下,服饰零售,913.0,181.3,108.9,15,通过,72.4
RETL-202512-399948,零售行业,常州,三线及以下,文具零售,846.0,362.5,280.3,12,通过,82.19999999999999
RETL-202512-266356,零售行业,青岛,二线城市,文具零售,860.0,330.9,254.6,53,通过,76.29999999999998
RETL-202512-553152,零售行业,唐山,三线及以下,便利店,771.0,110.5,76.9,49,拒绝,33.599999999999994
RETL-202512-129148,零售行业,邯郸,三线及以下,文具零售,834.0,94.8,64.7,33,通过,30.099999999999994
RETL-202512-227043,零售行业,青岛,二线城市,文具零售,749.0,348.8,230.2,50,拒绝,118.60000000000002
RETL-202512-494119,零售行业,长沙,二线城市,便利店,882.0,309.8,187.1,55,通过,122.70000000000002
RETL-202512-940711,零售行业,沈阳,二线城市,生鲜零售,925.0,13.3,8.4,21,拒绝,4.9
RETL-202512-397741,零售行业,大连,二线城市,美妆零售,818.0,28.0,17.5,34,通过,10.5
RETL-202512-471013,零售行业,南京,新一线城市,便利店,721.0,145.8,115.5,35,通过,30.30000000000001
RETL-202512-181993,零售行业,青岛,二线城市,服饰零售,765.0,376.0,305.6,12,通过,70.39999999999998
RETL-202512-458853,零售行业,大连,二线城市,服饰零售,725.0,316.2,227.5,12,通过,88.69999999999999
RETL-202512-330171,零售行业,盐城,三线及以下,美妆零售,923.0,,,45,通过,
RETL-202512-378649,零售行业,深圳,一线城市,文具零售,781.0,100.2,64.3,15,拒绝,35.900000000000006
RETL-202512-964638,零售行业,盐城,三线及以下,生鲜零售,782.0,377.0,302.9,30,拒绝,74.10000000000002
RETL-202512-017883,零售行业,潍坊,三线及以下,家电零售,725.0,473.0,301.2,48,通过,171.8
RETL-202512-273745,零售行业,宁波,二线城市,综合商超,947.0,211.5,128.7,25,通过,82.80000000000001
RETL-202512-005258,零售行业,长沙,二线城市,文具零售,856.0,172.1,106.6,30,拒绝,65.5
RETL-202512-642223,零售行业,天津,新一线城市,文具零售,871.0,5000.0,3645.9,82,通过,1354.1
RETL-202512-137939,零售行业,潍坊,三线及以下,美妆零售,939.0,142.5,164.5,51,通过,-22.0
RETL-202512-327757,零售行业,杭州,新一线城市,便利店,887.0,208.8,162.2,50,通过,46.60000000000002
RETL-202512-250966,零售行业,哈尔滨,二线城市,美妆零售,945.0,,,11,通过,
RETL-202512-477503,零售行业,宁波,二线城市,综合商超,832.0,283.3,231.8,27,通过,51.5
RETL-202512-395100,零售行业,苏州,新一线城市,生鲜零售,848.0,163.5,136.3,7,通过,27.19999999999999
RETL-202512-315619,零售行业,潍坊,三线及以下,文具零售,852.0,307.3,223.6,46,通过,83.70000000000002
RETL-202512-108351,零售行业,重庆,新一线城市,便利店,746.0,192.2,163.2,28,通过,29.0
RETL-202512-296292,零售行业,重庆,新一线城市,便利店,929.0,371.0,311.2,47,拒绝,59.80000000000001
RETL-202512-171318,零售行业,阜阳,三线及以下,家电零售,855.0,399.2,338.1,44,通过,61.099999999999966
RETL-202512-137019,零售行业,北京,一线城市,文具零售,889.0,181.2,118.4,60,拒绝,62.79999999999998
RETL-202512-014690,零售行业,常州,三线及以下,服饰零售,891.0,616.0,399.0,108,通过,217.0
RETL-202512-656428,零售行业,济南,二线城市,生鲜零售,1100.0,295.3,239.6,19,通过,55.70000000000002
RETL-202512-739691,零售行业,长沙,二线城市,便利店,859.0,79.4,51.6,28,通过,27.800000000000004
RETL-202512-258719,零售行业,常州,三线及以下,文具零售,841.0,111.7,92.7,54,通过,19.0
RETL-202512-402326,零售行业,阜阳,三线及以下,美妆零售,806.0,213.7,159.1,38,通过,54.599999999999994
RETL-202512-747891,零售行业,阜阳,三线及以下,综合商超,856.0,75.1,54.9,35,通过,20.199999999999996
RETL-202512-175112,零售行业,保定,三线及以下,家电零售,878.0,118.7,85.6,33,通过,33.10000000000001
RETL-202512-456536,零售行业,青岛,二线城市,家电零售,873.0,736.2,453.1,117,通过,283.1
RETL-202512-238010,零售行业,厦门,二线城市,综合商超,746.0,239.1,184.5,30,通过,54.599999999999994
RETL-202512-759657,零售行业,盐城,三线及以下,服饰零售,919.0,84.6,55.1,22,通过,29.499999999999993
RETL-202512-932060,零售行业,唐山,三线及以下,综合商超,705.0,314.0,249.5,57,通过,64.5
RETL-202512-215936,零售行业,厦门,二线城市,服饰零售,880.0,11.9,7.9,32,通过,4.0
RETL-202512-616624,零售行业,青岛,二线城市,服饰零售,922.0,51.9,38.6,33,通过,13.299999999999997
RETL-202512-509762,零售行业,重庆,新一线城市,综合商超,750.0,539.0,327.9,112,通过,211.10000000000002
RETL-202512-541338,零售行业,广州,一线城市,服饰零售,808.0,217.4,163.6,13,通过,53.80000000000001
RETL-202512-894976,零售行业,重庆,新一线城市,综合商超,723.0,330.5,250.9,17,通过,79.6
RETL-202512-356884,零售行业,沈阳,二线城市,美妆零售,891.0,300.3,194.7,22,拒绝,105.60000000000002
RETL-202512-850787,零售行业,泉州,三线及以下,服饰零售,901.0,82.0,59.9,9,通过,22.1
RETL-202512-991293,零售行业,青岛,二线城市,综合商超,1100.0,395.4,316.7,14,通过,78.69999999999999
RETL-202512-128622,零售行业,盐城,三线及以下,便利店,1100.0,186.3,112.4,45,通过,73.9
RETL-202512-557489,零售行业,常州,三线及以下,生鲜零售,752.0,729.6,530.8,77,通过,198.80000000000007
RETL-202512-167947,零售行业,天津,新一线城市,便利店,752.0,210.0,164.3,60,通过,45.69999999999999
RETL-202512-497650,零售行业,沈阳,二线城市,服饰零售,865.0,984.5,658.7,61,通过,325.79999999999995
RETL-202512-851663,零售行业,青岛,二线城市,服饰零售,884.0,946.9,621.5,85,通过,325.4
RETL-202512-884571,零售行业,常州,三线及以下,综合商超,891.0,850.2,626.0,103,通过,224.20000000000005
RETL-202512-065611,零售行业,天津,新一线城市,便利店,865.0,194.3,131.0,10,通过,63.30000000000001
RETL-202512-247739,零售行业,武汉,新一线城市,家电零售,885.0,538.1,334.6,115,拒绝,203.5
RETL-202512-937196,零售行业,盐城,三线及以下,文具零售,872.0,73.8,59.4,29,通过,14.399999999999999
RETL-202512-514056,零售行业,杭州,新一线城市,生鲜零售,854.0,219.3,184.5,59,通过,34.80000000000001
RETL-202512-206639,零售行业,泉州,三线及以下,综合商超,736.0,918.0,567.2,66,通过,350.79999999999995
RETL-202512-629523,零售行业,深圳,一线城市,便利店,840.0,197.5,149.9,12,通过,47.599999999999994
RETL-202512-468390,零售行业,青岛,二线城市,文具零售,722.0,63.8,44.3,41,通过,19.5
RETL-202512-459330,零售行业,厦门,二线城市,生鲜零售,870.0,324.8,263.1,49,通过,61.69999999999999
RETL-202512-045771,零售行业,济南,二线城市,生鲜零售,833.0,952.6,781.1,87,拒绝,171.5
RETL-202512-169237,零售行业,阜阳,三线及以下,生鲜零售,1050.0,353.2,240.5,13,通过,112.69999999999999
RETL-202512-507295,零售行业,上海,一线城市,美妆零售,713.0,395.0,248.9,37,通过,146.1
RETL-202512-958101,零售行业,广州,一线城市,便利店,898.0,85.0,91.4,7,通过,-6.400000000000006
RETL-202512-625300,零售行业,常州,三线及以下,美妆零售,756.0,171.1,123.2,34,通过,47.89999999999999
RETL-202512-256571,零售行业,潍坊,三线及以下,服饰零售,712.0,169.5,105.5,60,通过,64.0
RETL-202512-460369,零售行业,深圳,一线城市,综合商超,853.0,286.3,217.7,20,拒绝,68.60000000000002
RETL-202512-802349,零售行业,重庆,新一线城市,文具零售,750.0,224.2,139.5,14,通过,84.69999999999999
RETL-202512-701955,零售行业,哈尔滨,二线城市,服饰零售,801.0,718.3,436.7,69,通过,281.59999999999997
RETL-202512-373123,零售行业,长沙,二线城市,美妆零售,921.0,386.8,299.2,18,拒绝,87.60000000000002
RETL-202512-785646,零售行业,长沙,二线城市,家电零售,866.0,204.2,151.1,23,通过,53.099999999999994
RETL-202512-077309,零售行业,上海,一线城市,美妆零售,858.0,375.5,285.8,33,通过,89.69999999999999
RETL-202512-134847,零售行业,杭州,新一线城市,生鲜零售,750.0,166.1,119.5,19,通过,46.599999999999994
RETL-202512-699972,零售行业,北京,一线城市,便利店,874.0,244.1,185.4,25,通过,58.69999999999999
RETL-202512-046647,零售行业,杭州,新一线城市,便利店,935.0,37.1,25.6,49,通过,11.5
RETL-202512-281623,零售行业,邯郸,三线及以下,美妆零售,867.0,913.4,738.2,66,通过,175.19999999999993
RETL-202512-676607,零售行业,沈阳,二线城市,生鲜零售,904.0,54.0,36.0,9,通过,18.0
RETL-202512-325528,零售行业,大连,二线城市,便利店,823.0,522.9,350.0,103,通过,172.89999999999998
RETL-202512-668784,零售行业,杭州,新一线城市,便利店,830.0,831.7,659.8,108,通过,171.9000000000001
RETL-202512-816400,零售行业,武汉,新一线城市,家电零售,754.0,261.3,178.2,14,拒绝,83.10000000000002
RETL-202512-221336,零售行业,哈尔滨,二线城市,综合商超,850.0,187.2,139.5,22,通过,47.69999999999999
RETL-202512-378315,零售行业,大连,二线城市,综合商超,945.0,221.9,154.3,48,通过,67.6
RETL-202512-171153,零售行业,上海,一线城市,文具零售,798.0,280.5,233.4,42,通过,47.099999999999994
RETL-202512-880517,零售行业,苏州,新一线城市,家电零售,707.0,109.6,89.0,19,通过,20.599999999999994
RETL-202512-189999,零售行业,深圳,一线城市,美妆零售,905.0,59.8,48.8,28,通过,11.0
RETL-202512-276909,零售行业,盐城,三线及以下,家电零售,891.0,316.4,190.9,50,通过,125.49999999999997
RETL-202512-020750,零售行业,大连,二线城市,综合商超,923.0,316.8,197.0,42,通过,119.80000000000001
RETL-202512-235594,零售行业,西安,新一线城市,服饰零售,910.0,469.8,371.4,23,通过,98.40000000000003
RETL-202512-325446,零售行业,邯郸,三线及以下,家电零售,711.0,686.2,453.9,86,通过,232.30000000000007
RETL-202512-618307,零售行业,常州,三线及以下,美妆零售,849.0,102.5,69.1,52,通过,33.400000000000006
RETL-202512-112689,零售行业,沈阳,二线城市,生鲜零售,1100.0,150.2,108.5,34,拒绝,41.69999999999999
RETL-202512-161238,零售行业,盐城,三线及以下,美妆零售,937.0,376.9,302.2,27,通过,74.69999999999999
RETL-202512-793854,零售行业,青岛,二线城市,综合商超,914.0,200.4,130.7,31,拒绝,69.70000000000002
RETL-202512-889245,零售行业,青岛,二线城市,生鲜零售,854.0,383.8,275.7,55,通过,108.10000000000002
RETL-202512-193870,零售行业,济南,二线城市,服饰零售,914.0,377.1,240.4,48,通过,136.70000000000002
RETL-202512-575539,零售行业,天津,新一线城市,家电零售,897.0,31.7,20.1,40,通过,11.599999999999998
RETL-202512-222114,零售行业,宁波,二线城市,美妆零售,744.0,192.7,159.7,12,通过,33.0
RETL-202512-272644,零售行业,西安,新一线城市,便利店,764.0,179.2,144.9,21,拒绝,34.29999999999998
RETL-202512-015917,零售行业,北京,一线城市,服饰零售,755.0,394.8,302.8,23,通过,92.0
RETL-202512-371684,零售行业,长沙,二线城市,生鲜零售,939.0,618.2,522.3,64,通过,95.90000000000009
RETL-202512-767802,零售行业,青岛,二线城市,服饰零售,892.0,878.2,633.3,73,通过,244.9000000000001
RETL-202512-860205,零售行业,沈阳,二线城市,服饰零售,845.0,365.2,287.2,52,通过,78.0
RETL-202512-737765,零售行业,潍坊,三线及以下,美妆零售,836.0,421.5,282.3,24,拒绝,139.2
RETL-202512-843458,零售行业,唐山,三线及以下,便利店,729.0,576.5,475.8,70,通过,100.69999999999999
RETL-202512-806251,零售行业,杭州,新一线城市,文具零售,768.0,17.0,12.5,38,通过,4.5
RETL-202512-398698,零售行业,深圳,一线城市,文具零售,732.0,337.4,242.1,12,通过,95.29999999999998
RETL-202512-463605,零售行业,保定,三线及以下,服饰零售,856.0,278.8,332.7,34,通过,-53.89999999999998
RETL-202512-208399,零售行业,北京,一线城市,生鲜零售,801.0,550.4,337.9,76,通过,212.5
RETL-202512-374898,零售行业,长沙,二线城市,家电零售,917.0,340.4,264.2,49,通过,76.19999999999999
RETL-202512-550966,零售行业,哈尔滨,二线城市,综合商超,853.0,386.3,266.8,46,通过,119.5
RETL-202512-376988,零售行业,长沙,二线城市,家电零售,1050.0,353.5,240.4,16,通过,113.1
RETL-202512-054668,零售行业,重庆,新一线城市,家电零售,820.0,185.1,136.2,57,通过,48.900000000000006
RETL-202512-166829,零售行业,常州,三线及以下,便利店,731.0,943.1,565.9,79,拒绝,377.20000000000005
RETL-202512-145218,零售行业,武汉,新一线城市,家电零售,700.0,86.6,56.7,60,通过,29.89999999999999
RETL-202512-670430,零售行业,杭州,新一线城市,家电零售,801.0,171.6,142.6,25,通过,29.0
RETL-202512-392135,零售行业,阜阳,三线及以下,综合商超,821.0,65.4,46.9,40,通过,18.500000000000007
RETL-202512-417323,零售行业,北京,一线城市,生鲜零售,702.0,451.9,339.5,36,通过,112.39999999999998
RETL-202512-427547,零售行业,长沙,二线城市,美妆零售,796.0,167.1,129.5,26,通过,37.599999999999994
RETL-202512-805640,零售行业,常州,三线及以下,综合商超,853.0,125.7,93.4,28,通过,32.3
RETL-202512-329323,零售行业,宁波,二线城市,综合商超,802.0,157.6,131.9,18,通过,25.69999999999999
RETL-202512-054582,零售行业,杭州,新一线城市,便利店,853.0,39.4,31.7,36,通过,7.699999999999999
RETL-202512-694517,零售行业,泉州,三线及以下,综合商超,904.0,350.0,278.9,35,通过,71.10000000000002
RETL-202512-702669,零售行业,青岛,二线城市,服饰零售,755.0,749.9,554.6,93,通过,195.29999999999995
RETL-202512-321663,零售行业,天津,新一线城市,综合商超,785.0,36.3,22.0,11,通过,14.299999999999997
RETL-202512-867382,零售行业,深圳,一线城市,文具零售,889.0,151.9,117.6,44,通过,34.30000000000001
RETL-202512-327221,零售行业,深圳,一线城市,家电零售,854.0,319.1,207.0,25,通过,112.10000000000002
RETL-202512-856274,零售行业,杭州,新一线城市,综合商超,792.0,0.0,0.0,14,通过,0.0
RETL-202512-799269,零售行业,杭州,新一线城市,美妆零售,807.0,449.2,355.7,19,拒绝,93.5
RETL-202512-970895,零售行业,唐山,三线及以下,服饰零售,908.0,156.2,115.2,17,通过,40.999999999999986
RETL-202512-788976,零售行业,青岛,二线城市,美妆零售,826.0,323.1,206.9,34,通过,116.20000000000002
RETL-202512-263215,零售行业,唐山,三线及以下,服饰零售,801.0,796.7,489.6,73,通过,307.1
RETL-202512-616078,零售行业,盐城,三线及以下,家电零售,890.0,104.9,64.8,17,通过,40.10000000000001
RETL-202512-949138,零售行业,武汉,新一线城市,家电零售,736.0,169.1,108.0,46,通过,61.099999999999994
RETL-202512-107837,零售行业,泉州,三线及以下,文具零售,865.0,349.1,295.1,59,通过,54.0
RETL-202512-419104,零售行业,泉州,三线及以下,便利店,852.0,,,17,通过,
RETL-202512-124524,零售行业,苏州,新一线城市,综合商超,735.0,187.0,126.5,25,通过,60.5
RETL-202512-390302,零售行业,大连,二线城市,美妆零售,773.0,964.2,623.7,94,通过,340.5
RETL-202512-710942,零售行业,泉州,三线及以下,服饰零售,942.0,378.2,263.8,29,通过,114.39999999999998
RETL-202512-141331,零售行业,上海,一线城市,家电零售,813.0,394.2,275.5,38,通过,118.69999999999999
RETL-202512-106265,零售行业,阜阳,三线及以下,生鲜零售,894.0,834.5,564.7,102,通过,269.79999999999995
RETL-202512-594646,零售行业,宁波,二线城市,服饰零售,758.0,125.5,77.0,14,通过,48.5
RETL-202512-668784,零售行业,杭州,新一线城市,便利店,830.0,831.7,659.8,108,通过,171.9000000000001
RETL-202512-634386,零售行业,阜阳,三线及以下,文具零售,706.0,205.0,156.6,13,通过,48.400000000000006
RETL-202512-368198,零售行业,邯郸,三线及以下,综合商超,920.0,19.3,15.1,16,通过,4.200000000000001
RETL-202512-034341,零售行业,天津,新一线城市,生鲜零售,879.0,98.5,75.8,11,通过,22.700000000000003
RETL-202512-011678,零售行业,苏州,新一线城市,综合商超,728.0,40.9,33.8,37,通过,7.100000000000001
RETL-202512-710758,零售行业,济南,二线城市,便利店,830.0,369.2,236.6,58,通过,132.6
RETL-202512-820842,零售行业,上海,一线城市,生鲜零售,811.0,92.9,59.5,57,通过,33.400000000000006
RETL-202512-607236,零售行业,长沙,二线城市,服饰零售,750.0,256.2,206.8,32,拒绝,49.39999999999998
RETL-202512-078057,零售行业,西安,新一线城市,便利店,795.0,100.7,63.8,16,通过,36.900000000000006
RETL-202512-636270,零售行业,潍坊,三线及以下,服饰零售,794.0,278.3,187.8,15,通过,90.5
RETL-202512-936811,零售行业,济南,二线城市,文具零售,820.0,312.5,237.3,58,通过,75.19999999999999
RETL-202512-263338,零售行业,阜阳,三线及以下,生鲜零售,872.0,358.7,265.3,32,通过,93.39999999999998
RETL-202512-131619,零售行业,厦门,二线城市,综合商超,763.0,307.1,223.9,52,通过,83.20000000000002
RETL-202512-030738,零售行业,广州,一线城市,家电零售,830.0,129.6,104.0,51,通过,25.599999999999994
RETL-202512-675285,零售行业,沈阳,二线城市,家电零售,754.0,382.0,300.2,59,通过,81.80000000000001
RETL-202512-365919,零售行业,北京,一线城市,便利店,710.0,33.6,22.8,8,通过,10.8
RETL-202512-473979,零售行业,泉州,三线及以下,便利店,941.0,23.3,18.7,51,通过,4.600000000000001
RETL-202512-521032,零售行业,广州,一线城市,综合商超,830.0,371.5,253.7,23,通过,117.80000000000001
RETL-202512-242275,零售行业,泉州,三线及以下,服饰零售,814.0,195.5,144.7,37,通过,50.80000000000001
RETL-202512-497231,零售行业,长沙,二线城市,服饰零售,739.0,105.7,82.3,33,通过,23.400000000000006
RETL-202512-848634,零售行业,保定,三线及以下,服饰零售,710.0,302.5,237.1,60,通过,65.4
RETL-202512-595283,零售行业,青岛,二线城市,家电零售,940.0,157.0,103.7,21,通过,53.3
RETL-202512-313475,零售行业,常州,三线及以下,服饰零售,910.0,122.5,103.0,54,通过,19.5
RETL-202512-495081,零售行业,杭州,新一线城市,家电零售,862.0,312.2,198.0,26,通过,114.19999999999999
RETL-202512-827723,零售行业,宁波,二线城市,文具零售,816.0,321.2,258.7,40,拒绝,62.5
RETL-202512-600668,零售行业,济南,二线城市,美妆零售,732.0,301.8,200.3,29,通过,101.5
RETL-202512-100069,零售行业,哈尔滨,二线城市,综合商超,809.0,345.3,254.4,32,通过,90.9
RETL-202512-937551,零售行业,唐山,三线及以下,文具零售,717.0,392.6,271.5,52,通过,121.10000000000002
RETL-202512-756418,零售行业,潍坊,三线及以下,服饰零售,790.0,283.6,177.4,29,通过,106.20000000000002
RETL-202512-430911,零售行业,潍坊,三线及以下,美妆零售,934.0,879.0,586.5,80,通过,292.5
RETL-202512-629923,零售行业,阜阳,三线及以下,便利店,833.0,286.3,182.1,24,通过,104.20000000000002
RETL-202512-882531,零售行业,西安,新一线城市,便利店,718.0,82.9,69.5,60,通过,13.400000000000006
