企业ID,行业名称,所在城市,城市等级,零售品类,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,利润(万元)
RETL-202512-336012,零售行业,盐城,三线及以下,文具零售,327.0,207.2,130.2,55,通过,77.0
RETL-202512-032933,零售行业,天津,新一线城市,综合商超,365.0,276.7,234.0,53,通过,42.69999999999999
RETL-202512-977633,零售行业,保定,三线及以下,文具零售,330.0,350.0,231.7,49,拒绝,118.30000000000001
RETL-202512-381807,零售行业,沈阳,二线城市,文具零售,347.0,161.0,107.4,34,拒绝,53.599999999999994
RETL-202512-008365,零售行业,杭州,新一线城市,生鲜零售,312.0,118.3,83.1,41,通过,35.2
RETL-202512-967013,零售行业,潍坊,三线及以下,家电零售,344.0,319.6,196.0,7,通过,123.60000000000002
RETL-202512-383034,零售行业,深圳,一线城市,便利店,150.0,188.8,121.1,6,通过,67.70000000000002
RETL-202512-774478,零售行业,武汉,新一线城市,服饰零售,340.0,387.8,281.9,33,通过,105.90000000000003
RETL-202512-123161,零售行业,北京,一线城市,服饰零售,326.0,232.0,162.6,49,通过,69.4
RETL-202512-079776,零售行业,常州,三线及以下,便利店,348.0,93.5,57.7,51,通过,35.8
RETL-202512-330554,零售行业,天津,新一线城市,生鲜零售,370.0,470.0,341.3,58,通过,128.7
RETL-202512-092971,零售行业,保定,三线及以下,文具零售,349.0,144.6,113.6,43,通过,31.0
RETL-202512-543178,零售行业,大连,二线城市,便利店,360.0,90.9,56.6,41,通过,34.300000000000004
RETL-202512-200628,零售行业,北京,一线城市,家电零售,376.0,132.2,102.3,44,通过,29.89999999999999
RETL-202512-012209,零售行业,成都,新一线城市,服饰零售,371.0,206.2,155.2,49,通过,51.0
RETL-202512-268302,零售行业,唐山,三线及以下,生鲜零售,308.0,,,7,通过,
RETL-202512-794725,零售行业,邯郸,三线及以下,便利店,333.0,409.0,310.9,54,通过,98.10000000000002
RETL-202512-473564,零售行业,武汉,新一线城市,生鲜零售,352.0,794.0,551.3,91,通过,242.70000000000005
RETL-202512-933581,零售行业,南京,新一线城市,综合商超,377.0,123.7,105.0,52,通过,18.700000000000003
RETL-202512-108078,零售行业,西安,新一线城市,美妆零售,385.0,367.2,296.9,26,通过,70.30000000000001
RETL-202512-207504,零售行业,潍坊,三线及以下,生鲜零售,345.0,414.9,344.4,7,通过,70.5
RETL-202512-930925,零售行业,北京,一线城市,美妆零售,384.0,286.0,212.5,57,通过,73.5
RETL-202512-555802,零售行业,常州,三线及以下,美妆零售,305.0,215.1,177.4,41,通过,37.69999999999999
RETL-202512-830817,零售行业,常州,三线及以下,综合商超,338.0,399.9,249.7,31,通过,150.2
RETL-202512-930235,零售行业,泉州,三线及以下,家电零售,319.0,297.9,252.5,34,通过,45.39999999999998
RETL-202512-887456,零售行业,杭州,新一线城市,服饰零售,380.0,120.5,102.0,15,通过,18.5
RETL-202512-150149,零售行业,阜阳,三线及以下,便利店,353.0,151.5,105.4,51,通过,46.099999999999994
RETL-202512-903367,零售行业,哈尔滨,二线城市,综合商超,323.0,764.4,601.9,66,通过,162.5
RETL-202512-017498,零售行业,西安,新一线城市,服饰零售,390.0,129.9,106.1,10,通过,23.80000000000001
RETL-202512-792249,零售行业,广州,一线城市,服饰零售,379.0,106.6,90.2,14,通过,16.39999999999999
RETL-202512-259268,零售行业,大连,二线城市,文具零售,338.0,183.1,150.0,55,通过,33.099999999999994
RETL-202512-790369,零售行业,沈阳,二线城市,便利店,399.0,19.8,14.2,59,拒绝,5.600000000000001
RETL-202512-082590,零售行业,武汉,新一线城市,服饰零售,301.0,376.7,295.4,47,通过,81.30000000000001
RETL-202512-969677,零售行业,厦门,二线城市,文具零售,358.0,196.6,128.6,22,通过,68.0
RETL-202512-119314,零售行业,潍坊,三线及以下,综合商超,150.0,253.5,206.9,43,通过,46.599999999999994
RETL-202512-735767,零售行业,泉州,三线及以下,综合商超,390.0,110.6,89.4,35,通过,21.19999999999999
RETL-202512-847657,零售行业,成都,新一线城市,综合商超,330.0,29.0,20.9,18,通过,8.100000000000001
RETL-202512-474607,零售行业,常州,三线及以下,家电零售,346.0,24.3,16.6,11,拒绝,7.699999999999999
RETL-202512-610312,零售行业,盐城,三线及以下,家电零售,352.0,121.1,95.2,51,通过,25.89999999999999
RETL-202512-217027,零售行业,长沙,二线城市,文具零售,379.0,64.7,54.7,27,通过,10.0
RETL-202512-928468,零售行业,杭州,新一线城市,服饰零售,351.0,300.2,206.0,5,通过,94.19999999999999
RETL-202512-794588,零售行业,大连,二线城市,生鲜零售,368.0,269.7,169.5,6,通过,100.19999999999999
RETL-202512-460720,零售行业,南京,新一线城市,服饰零售,386.0,269.1,200.8,11,通过,68.30000000000001
RETL-202512-660874,零售行业,阜阳,三线及以下,综合商超,366.0,590.5,419.0,111,通过,171.5
RETL-202512-738540,零售行业,厦门,二线城市,服饰零售,367.0,439.4,283.3,15,通过,156.09999999999997
RETL-202512-718581,零售行业,保定,三线及以下,生鲜零售,372.0,529.4,349.9,78,通过,179.5
RETL-202512-906009,零售行业,沈阳,二线城市,家电零售,394.0,350.0,285.8,35,通过,64.19999999999999
RETL-202512-001346,零售行业,哈尔滨,二线城市,便利店,320.0,157.0,121.0,19,拒绝,36.0
RETL-202512-147284,零售行业,济南,二线城市,便利店,346.0,209.9,147.7,33,通过,62.20000000000002
RETL-202512-685743,零售行业,泉州,三线及以下,文具零售,395.0,218.2,177.4,39,通过,40.79999999999998
RETL-202512-287519,零售行业,广州,一线城市,生鲜零售,344.0,277.4,206.6,13,通过,70.79999999999998
RETL-202512-522123,零售行业,阜阳,三线及以下,综合商超,331.0,313.8,245.4,55,通过,68.4
RETL-202512-363851,零售行业,北京,一线城市,生鲜零售,371.0,889.9,569.1,93,通过,320.79999999999995
RETL-202512-510735,零售行业,潍坊,三线及以下,综合商超,398.0,215.0,173.5,9,通过,41.5
RETL-202512-531926,零售行业,邯郸,三线及以下,家电零售,355.0,40.9,28.1,52,拒绝,12.799999999999997
RETL-202512-611797,零售行业,青岛,二线城市,美妆零售,317.0,432.5,282.3,14,通过,150.2
RETL-202512-079762,零售行业,深圳,一线城市,综合商超,366.0,86.1,65.9,26,通过,20.19999999999999
RETL-202512-667906,零售行业,武汉,新一线城市,文具零售,314.0,130.9,87.3,60,通过,43.60000000000001
RETL-202512-341703,零售行业,大连,二线城市,美妆零售,376.0,967.1,590.1,119,通过,377.0
RETL-202512-239327,零售行业,武汉,新一线城市,综合商超,383.0,95.1,61.0,8,通过,34.099999999999994
RETL-202512-711328,零售行业,上海,一线城市,便利店,307.0,89.1,68.9,20,通过,20.19999999999999
RETL-202512-827915,零售行业,厦门,二线城市,生鲜零售,326.0,91.0,66.7,46,通过,24.299999999999997
RETL-202512-138196,零售行业,宁波,二线城市,综合商超,378.0,453.4,307.9,40,通过,145.5
RETL-202512-542044,零售行业,成都,新一线城市,生鲜零售,350.0,844.4,667.5,104,通过,176.89999999999998
RETL-202512-267284,零售行业,长沙,二线城市,便利店,334.0,418.1,287.1,17,拒绝,131.0
RETL-202512-221719,零售行业,济南,二线城市,美妆零售,321.0,176.2,118.0,19,通过,58.19999999999999
RETL-202512-812450,零售行业,苏州,新一线城市,服饰零售,313.0,31.7,26.1,37,拒绝,5.599999999999998
RETL-202512-335447,零售行业,保定,三线及以下,家电零售,324.0,515.5,437.1,92,通过,78.39999999999998
RETL-202512-579875,零售行业,深圳,一线城市,美妆零售,319.0,233.6,160.1,34,通过,73.5
RETL-202512-290373,零售行业,成都,新一线城市,美妆零售,368.0,972.0,779.7,90,通过,192.29999999999995
RETL-202512-240077,零售行业,济南,二线城市,服饰零售,300.0,174.7,105.7,23,通过,68.99999999999999
RETL-202512-042340,零售行业,潍坊,三线及以下,文具零售,304.0,619.5,695.8,66,通过,-76.29999999999995
RETL-202512-618864,零售行业,厦门,二线城市,服饰零售,344.0,307.5,201.9,46,通过,105.6
RETL-202512-402822,零售行业,泉州,三线及以下,便利店,351.0,218.2,134.1,11,通过,84.1
RETL-202512-601375,零售行业,长沙,二线城市,便利店,313.0,326.4,259.2,23,通过,67.19999999999999
RETL-202512-424691,零售行业,西安,新一线城市,服饰零售,358.0,63.7,48.4,9,通过,15.300000000000004
RETL-202512-119024,零售行业,杭州,新一线城市,生鲜零售,389.0,514.5,366.5,74,通过,148.0
RETL-202512-833544,零售行业,广州,一线城市,家电零售,354.0,26.2,19.1,11,通过,7.099999999999998
RETL-202512-732991,零售行业,唐山,三线及以下,综合商超,320.0,102.4,73.5,35,拒绝,28.900000000000006
RETL-202512-835568,零售行业,杭州,新一线城市,文具零售,387.0,222.0,137.1,21,通过,84.9
RETL-202512-591126,零售行业,邯郸,三线及以下,综合商超,341.0,497.4,405.5,42,通过,91.89999999999998
RETL-202512-610312,零售行业,盐城,三线及以下,家电零售,352.0,121.1,95.2,51,通过,25.89999999999999
RETL-202512-382371,零售行业,盐城,三线及以下,家电零售,384.0,131.4,100.4,6,通过,31.0
RETL-202512-693463,零售行业,泉州,三线及以下,美妆零售,301.0,383.6,245.4,6,拒绝,138.20000000000002
RETL-202512-393878,零售行业,天津,新一线城市,生鲜零售,319.0,82.9,53.6,57,通过,29.300000000000004
RETL-202512-510105,零售行业,上海,一线城市,服饰零售,180.0,787.0,474.1,89,通过,312.9
RETL-202512-112839,零售行业,广州,一线城市,家电零售,354.0,301.7,245.4,18,通过,56.29999999999998
RETL-202512-815418,零售行业,潍坊,三线及以下,文具零售,343.0,275.2,196.8,49,通过,78.39999999999998
RETL-202512-539780,零售行业,西安,新一线城市,家电零售,346.0,374.9,432.7,28,通过,-57.80000000000001
RETL-202512-583121,零售行业,宁波,二线城市,服饰零售,375.0,21.0,13.9,17,通过,7.1
RETL-202512-621662,零售行业,盐城,三线及以下,综合商超,336.0,163.8,108.5,27,通过,55.30000000000001
RETL-202512-903053,零售行业,上海,一线城市,便利店,301.0,695.3,567.5,89,通过,127.79999999999995
RETL-202512-559802,零售行业,长沙,二线城市,综合商超,315.0,184.6,117.2,56,通过,67.39999999999999
RETL-202512-939784,零售行业,宁波,二线城市,便利店,336.0,712.9,572.9,91,通过,140.0
RETL-202512-438580,零售行业,重庆,新一线城市,服饰零售,380.0,360.0,249.2,34,拒绝,110.80000000000001
RETL-202512-309664,零售行业,沈阳,二线城市,生鲜零售,394.0,139.1,93.7,35,通过,45.39999999999999
RETL-202512-306393,零售行业,厦门,二线城市,文具零售,370.0,186.1,131.2,16,通过,54.900000000000006
RETL-202512-454080,零售行业,哈尔滨,二线城市,综合商超,323.0,16.8,11.4,26,通过,5.4
